date,qu,qv,fb,af
1982-01-01,,,3522.00,2638281.00
1982-01-02,,,3521.80,2634325.00
1982-01-03,,,3521.61,2630567.25
1982-01-04,,,3521.42,2626804.50
1982-01-05,,,3521.23,2623046.50
1982-01-06,,,3520.58,2610188.50
1982-01-07,,,3519.70,2592833.75
1982-01-08,,,3518.78,2574811.50
1982-01-09,,,3517.85,2556621.75
1982-01-10,,,3517.63,2552349.25
1982-01-11,,,3516.96,2539352.25
1982-01-12,,,3516.25,2525578.25
1982-01-13,,,3515.62,2513429.50
1982-01-14,,,3515.10,2503438.75
1982-01-15,,,3514.32,2488452.25
1982-01-16,,,3514.25,2487106.25
1982-01-17,,,3514.04,2483072.25
1982-01-18,,,3513.82,2478880.50
1982-01-19,,,3513.63,2475263.00
1982-01-20,,,3513.30,2468989.25
1982-01-21,,,3513.08,2464805.25
1982-01-22,,,3512.56,2454914.00
1982-01-23,,,3512.41,2452058.00
1982-01-24,,,3512.28,2449587.50
1982-01-25,,,3512.06,2445403.25
1982-01-26,,,3511.77,2439932.75
1982-01-27,,,3511.52,2435227.50
1982-01-28,,,3511.28,2430710.75
1982-01-29,,,3511.07,2426759.25
1982-01-30,,,3510.89,2423368.25
1982-01-31,,,3510.70,2419793.50
1982-02-01,,,3510.50,2416030.25
1982-02-02,,,3510.31,2412455.50
1982-02-03,,,3510.09,2408315.50
1982-02-04,,,3509.70,2401036.00
1982-02-05,,,3508.67,2381867.25
1982-02-06,,,3507.94,2368295.50
1982-02-07,,,3507.74,2364618.25
1982-02-08,,,3507.52,2360572.75
1982-02-09,,,3507.28,2356159.00
1982-02-10,,,3507.08,2352481.75
1982-02-11,,,3506.86,2348436.25
1982-02-12,,,3506.65,2344570.25
1982-02-13,,,3506.60,2343654.50
1982-02-14,,,3506.52,2342181.75
1982-02-15,,,3506.42,2340340.75
1982-02-16,,,3506.40,2339972.50
1982-02-17,,,3506.53,2342365.75
1982-02-18,,,3506.69,2345306.75
1982-02-19,,,3506.78,2346963.50
1982-02-20,,,3506.85,2348252.25
1982-02-21,,,3507.36,2357631.75
1982-02-22,,,3507.45,2359284.00
1982-02-23,,,3507.47,2359652.25
1982-02-24,,,3507.43,2358915.75
1982-02-25,,,3507.45,2359284.00
1982-02-26,,,3507.51,2360388.50
1982-02-27,,,3507.67,2363329.50
1982-02-28,,,3507.81,2365906.75
1982-03-01,,,3508.00,2369400.00
1982-03-02,,,3508.17,2372562.25
1982-03-03,,,3508.32,2375356.50
1982-03-04,,,3508.43,2377401.00
1982-03-05,,,3508.56,2379822.75
1982-03-06,,,3508.65,2381494.75
1982-03-07,,,3508.74,2383171.25
1982-03-08,,,3508.63,2381122.00
1982-03-09,,,3508.44,2377587.25
1982-03-10,,,3508.18,2372748.50
1982-03-11,,,3508.00,2369400.00
1982-03-12,,,3507.78,2365354.50
1982-03-13,,,3507.54,2360940.75
1982-03-14,,,3507.25,2355606.75
1982-03-15,,,3506.91,2349352.25
1982-03-16,,,3506.54,2342549.75
1982-03-17,,,3506.24,2337031.75
1982-03-18,,,3505.85,2329895.00
1982-03-19,,,3505.62,2325717.50
1982-03-20,,,3505.20,2318085.00
1982-03-21,,,3504.77,2310275.50
1982-03-22,,,3504.21,2300102.00
1982-03-23,,,3503.55,2288220.00
1982-03-24,,,3502.94,2277280.00
1982-03-25,,,3502.30,2265806.25
1982-03-26,,,3501.62,2253706.50
1982-03-27,,,3500.95,2241852.25
1982-03-28,,,3500.30,2230356.50
1982-03-29,,,3499.70,2219818.75
1982-03-30,,,3499.08,2209013.75
1982-03-31,,,3498.40,2197157.75
1982-04-01,,,3497.74,2185728.25
1982-04-02,,,3496.99,2172867.25
1982-04-03,,,3496.33,2161551.25
1982-04-04,,,3495.64,2149822.50
1982-04-05,,,3494.96,2138364.25
1982-04-06,,,3494.16,2124881.75
1982-04-07,,,3493.53,2114401.50
1982-04-08,,,3492.74,2101313.75
1982-04-09,,,3492.39,2095514.00
1982-04-10,,,3492.40,2095679.75
1982-04-11,,,3492.60,2098996.25
1982-04-12,,,3492.14,2091372.50
1982-04-13,,,3491.38,2079004.75
1982-04-14,,,3490.70,2067985.13
1982-04-15,,,3489.93,2055505.38
1982-04-16,,,3489.08,2041731.88
1982-04-17,,,3488.20,2027467.63
1982-04-18,,,3488.43,2031194.88
1982-04-19,,,3487.55,2017082.38
1982-04-20,,,3486.45,1999614.13
1982-04-21,,,3485.46,1983894.38
1982-04-22,,,3484.50,1968651.38
1982-04-23,,,3483.62,1954822.00
1982-04-24,,,3483.66,1955439.00
1982-04-25,,,3483.87,1958698.25
1982-04-26,,,3483.56,1953890.88
1982-04-27,,,3483.00,1945207.25
1982-04-28,,,3482.58,1938696.50
1982-04-29,,,3482.09,1931099.25
1982-04-30,,,3481.60,1923502.13
1982-05-01,,,3481.23,1917763.50
1982-05-02,,,3481.11,1915905.00
1982-05-03,,,3481.38,1920087.75
1982-05-04,,,3481.64,1924119.13
1982-05-05,,,3481.47,1921484.50
1982-05-06,,,3481.20,1917298.00
1982-05-07,,,3481.00,1914197.75
1982-05-08,,,3481.84,1927223.13
1982-05-09,,,3482.65,1939779.13
1982-05-10,,,3482.78,1941796.63
1982-05-11,,,3483.12,1947069.63
1982-05-12,,,3483.48,1952649.25
1982-05-13,,,3483.91,1959315.25
1982-05-14,,,3484.58,1969922.88
1982-05-15,,,3485.95,1991674.75
1982-05-16,,,3487.76,2020416.25
1982-05-17,,,3489.41,2047077.50
1982-05-18,,,3491.48,2080627.00
1982-05-19,,,3493.36,2111586.50
1982-05-20,,,3494.88,2137014.75
1982-05-21,,,3496.50,2164465.00
1982-05-22,,,3498.58,2200298.25
1982-05-23,,,3501.03,2243268.75
1982-05-24,,,3503.40,2285527.75
1982-05-25,,,3505.82,2329349.50
1982-05-26,,,3508.72,2382798.75
1982-05-27,,,3510.87,2422996.00
1982-05-28,,,3512.47,2453200.25
1982-05-29,,,3513.75,2477547.75
1982-05-30,,,3514.76,2496904.75
1982-05-31,,,3515.66,2514194.00
1982-06-01,,,3516.54,2531205.25
1982-06-02,,,3517.46,2549052.75
1982-06-03,,,3518.46,2568541.00
1982-06-04,,,3519.70,2592833.75
1982-06-05,,,3521.10,2620477.00
1982-06-06,,,3522.44,2647070.50
1982-06-07,,,3523.70,2672244.25
1982-06-08,,,3524.83,2694984.25
1982-06-09,,,3525.94,2717373.50
1982-06-10,,,3527.19,2742823.50
1982-06-11,,,3528.74,2774544.00
1982-06-12,,,3530.53,2811469.00
1982-06-13,,,3532.81,2858994.00
1982-06-14,,,3535.15,2908319.50
1982-06-15,,,3537.51,2958641.50
1982-06-16,,,3540.02,3012776.75
1982-06-17,,,3542.28,3062132.75
1982-06-18,,,3544.37,3108229.00
1982-06-19,,,3546.30,3151177.75
1982-06-20,,,3548.22,3194277.75
1982-06-21,,,3550.07,3236158.00
1982-06-22,,,3551.57,3270412.00
1982-06-23,,,3553.03,3303975.25
1982-06-24,,,3554.27,3332620.00
1982-06-25,,,3555.30,3356591.50
1982-06-26,,,3556.14,3376166.00
1982-06-27,,,3556.83,3392372.50
1982-06-28,,,3557.37,3405053.50
1982-06-29,,,3557.92,3417963.75
1982-06-30,,,3558.61,3434283.75
1982-07-01,,,3559.17,3447533.25
1982-07-02,,,3559.58,3457240.50
1982-07-03,,,3559.66,3459130.00
1982-07-04,,,3559.58,3457240.50
1982-07-05,,,3559.58,3457240.50
1982-07-06,,,3559.60,3457714.25
1982-07-07,,,3559.62,3458188.25
1982-07-08,,,3559.60,3457714.25
1982-07-09,,,3559.55,3456529.75
1982-07-10,,,3559.56,3456766.75
1982-07-11,,,3559.56,3456766.75
1982-07-12,,,3559.73,3460788.25
1982-07-13,,,3559.97,3466468.25
1982-07-14,,,3560.37,3475988.25
1982-07-15,,,3560.68,3483362.00
1982-07-16,,,3560.86,3487650.50
1982-07-17,,,3560.88,3488121.00
1982-07-18,,,3560.92,3489074.00
1982-07-19,,,3560.80,3486221.00
1982-07-20,,,3560.72,3484315.00
1982-07-21,,,3560.63,3482170.75
1982-07-22,,,3560.60,3481462.00
1982-07-23,,,3560.57,3480747.25
1982-07-24,,,3560.81,3486459.25
1982-07-25,,,3560.91,3488835.75
1982-07-26,,,3560.81,3486459.25
1982-07-27,,,3560.68,3483362.00
1982-07-28,,,3560.54,3480032.50
1982-07-29,,,3560.48,3478603.00
1982-07-30,,,3560.46,3478126.50
1982-07-31,,,3560.60,3481462.00
1982-08-01,,,3560.75,3485029.75
1982-08-02,,,3560.81,3486459.25
1982-08-03,,,3560.87,3487888.75
1982-08-04,,,3560.90,3488597.50
1982-08-05,,,3560.84,3487174.00
1982-08-06,,,3560.77,3485506.25
1982-08-07,,,3560.89,3488359.25
1982-08-08,,,3560.92,3489074.00
1982-08-09,,,3560.89,3488359.25
1982-08-10,,,3560.89,3488359.25
1982-08-11,,,3560.88,3488121.00
1982-08-12,,,3560.81,3486459.25
1982-08-13,,,3560.76,3485268.00
1982-08-14,,,3560.88,3488121.00
1982-08-15,,,3560.94,3489550.50
1982-08-16,,,3560.92,3489074.00
1982-08-17,,,3560.87,3487888.75
1982-08-18,,,3560.82,3486697.50
1982-08-19,,,3560.78,3485744.50
1982-08-20,,,3560.72,3484315.00
1982-08-21,,,3560.79,3485982.75
1982-08-22,,,3560.84,3487174.00
1982-08-23,,,3560.81,3486459.25
1982-08-24,,,3560.86,3487650.50
1982-08-25,,,3560.84,3487174.00
1982-08-26,,,3560.79,3485982.75
1982-08-27,,,3560.75,3485029.75
1982-08-28,,,3560.80,3486221.00
1982-08-29,,,3560.82,3486697.50
1982-08-30,,,3560.80,3486221.00
1982-08-31,,,3560.74,3484791.50
1982-09-01,,,3560.69,3483600.25
1982-09-02,,,3560.72,3484315.00
1982-09-03,,,3560.68,3483362.00
1982-09-04,,,3560.73,3484553.25
1982-09-05,,,3560.76,3485268.00
1982-09-06,,,3560.80,3486221.00
1982-09-07,,,3560.75,3485029.75
1982-09-08,,,3560.69,3483600.25
1982-09-09,,,3560.65,3482647.25
1982-09-10,,,3560.69,3483600.25
1982-09-11,,,3560.76,3485268.00
1982-09-12,,,3560.80,3486221.00
1982-09-13,,,3560.74,3484791.50
1982-09-14,,,3560.65,3482647.25
1982-09-15,,,3560.62,3481938.50
1982-09-16,,,3560.59,3481223.75
1982-09-17,,,3560.55,3480270.75
1982-09-18,,,3560.58,3480985.50
1982-09-19,,,3560.62,3481938.50
1982-09-20,,,3560.59,3481223.75
1982-09-21,,,3560.57,3480747.25
1982-09-22,,,3560.53,3479794.25
1982-09-23,,,3560.50,3479079.50
1982-09-24,,,3560.45,3477888.25
1982-09-25,,,3560.49,3478841.25
1982-09-26,,,3560.54,3480032.50
1982-09-27,,,3560.54,3480032.50
1982-09-28,,,3560.54,3480032.50
1982-09-29,,,3560.53,3479794.25
1982-09-30,,,3560.49,3478841.25
1982-10-01,,,3560.48,3479520.00
1982-10-02,,,3560.53,3480720.00
1982-10-03,,,3560.57,3481680.00
1982-10-04,,,3560.62,3482880.00
1982-10-05,,,3560.60,3482400.00
1982-10-06,,,3560.56,3481440.00
1982-10-07,,,3560.56,3481440.00
1982-10-08,,,3560.60,3482400.00
1982-10-09,,,3560.64,3483360.00
1982-10-10,,,3560.68,3484320.00
1982-10-11,,,3560.71,3485040.00
1982-10-12,,,3560.75,3486000.00
1982-10-13,,,3560.78,3486720.00
1982-10-14,,,3560.82,3487680.00
1982-10-15,,,3560.75,3486000.00
1982-10-16,,,3560.68,3484320.00
1982-10-17,,,3560.61,3482640.00
1982-10-18,,,3560.53,3480720.00
1982-10-19,,,3560.44,3478560.00
1982-10-20,,,3560.35,3476400.00
1982-10-21,,,3560.25,3474000.00
1982-10-22,,,3560.15,3471600.00
1982-10-23,,,3560.12,3470880.00
1982-10-24,,,3560.07,3469680.00
1982-10-25,,,3559.93,3466390.00
1982-10-26,,,3559.87,3465010.00
1982-10-27,,,3559.83,3464090.00
1982-10-28,,,3559.78,3462940.00
1982-10-29,,,3559.74,3462020.00
1982-10-30,,,3559.69,3460870.00
1982-10-31,,,3559.64,3459720.00
1982-11-01,,,3559.59,3458570.00
1982-11-02,,,3559.48,3456040.00
1982-11-03,,,3559.40,3454200.00
1982-11-04,,,3559.34,3452820.00
1982-11-05,,,3559.27,3451210.00
1982-11-06,,,3559.23,3450290.00
1982-11-07,,,3559.18,3449140.00
1982-11-08,,,3559.05,3446150.00
1982-11-09,,,3558.98,3444520.00
1982-11-10,,,3558.86,3441640.00
1982-11-11,,,3558.76,3439240.00
1982-11-12,,,3558.63,3436120.00
1982-11-13,,,3558.51,3433240.00
1982-11-14,,,3558.37,3429880.00
1982-11-15,,,3558.21,3426040.00
1982-11-16,,,3558.10,3423400.00
1982-11-17,,,3558.00,3421000.00
1982-11-18,,,3557.92,3419160.00
1982-11-19,,,3557.91,3418930.00
1982-11-20,,,3557.86,3417780.00
1982-11-21,,,3557.70,3414100.00
1982-11-22,,,3557.57,3411110.00
1982-11-23,,,3557.44,3408120.00
1982-11-24,,,3557.29,3404670.00
1982-11-25,,,3557.12,3400760.00
1982-11-26,,,3556.97,3397310.00
1982-11-27,,,3556.84,3394320.00
1982-11-28,,,3556.75,3392250.00
1982-11-29,,,3556.63,3389490.00
1982-11-30,,,3556.50,3386500.00
1982-12-01,,,3556.36,3383280.00
1982-12-02,,,3556.23,3380290.00
1982-12-03,,,3556.16,3378680.00
1982-12-04,,,3556.12,3377760.00
1982-12-05,,,3556.05,3376150.00
1982-12-06,,,3555.94,3373620.00
1982-12-07,,,3555.81,3370630.00
1982-12-08,,,3555.61,3366030.00
1982-12-09,,,3555.40,3361200.00
1982-12-10,,,3555.20,3356600.00
1982-12-11,,,3555.00,3352000.00
1982-12-12,,,3554.82,3347680.00
1982-12-13,,,3554.64,3343360.00
1982-12-14,,,3554.51,3340240.00
1982-12-15,,,3554.40,3337600.00
1982-12-16,,,3554.26,3334240.00
1982-12-17,,,3554.08,3329920.00
1982-12-18,,,3553.89,3325470.00
1982-12-19,,,3553.67,3320410.00
1982-12-20,,,3553.47,3315810.00
1982-12-21,,,3553.29,3311670.00
1982-12-22,,,3553.12,3307760.00
1982-12-23,,,3552.90,3302700.00
1982-12-24,,,3552.75,3299250.00
1982-12-25,,,3552.56,3294880.00
1982-12-26,,,3552.39,3290970.00
1982-12-27,,,3552.19,3286370.00
1982-12-28,,,3551.93,3280390.00
1982-12-29,,,3551.75,3276250.00
1982-12-30,,,3551.48,3270040.00
1982-12-31,,,3551.22,3264060.00
1983-01-01,,,3550.95,3257850.00
1983-01-02,,,3550.67,3251410.00
1983-01-03,,,3550.29,3242670.00
1983-01-04,,,3549.81,3231630.00
1983-01-05,,,3549.53,3225190.00
1983-01-06,,,3549.36,3221280.00
1983-01-07,,,3549.03,3213690.00
1983-01-08,,,3548.90,3210700.00
1983-01-09,,,3548.83,3209090.00
1983-01-10,,,3548.80,3208400.00
1983-01-11,,,3548.78,3207940.00
1983-01-12,,,3548.76,3207480.00
1983-01-13,,,3548.71,3206330.00
1983-01-14,,,3548.66,3205180.00
1983-01-15,,,3548.58,3203340.00
1983-01-16,,,3548.25,3195750.00
1983-01-17,,,3548.06,3191380.00
1983-01-18,,,3547.94,3188680.00
1983-01-19,,,3547.80,3185600.00
1983-01-20,,,3547.64,3182080.00
1983-01-21,,,3547.48,3178560.00
1983-01-22,,,3546.97,3167310.00
1983-01-23,,,3546.25,3150750.00
1983-01-24,,,3545.53,3134660.00
1983-01-25,,,3545.03,3123660.00
1983-01-26,,,3544.79,3118380.00
1983-01-27,,,3544.65,3115300.00
1983-01-28,,,3544.50,3112920.00
1983-01-29,,,3544.36,3108920.00
1983-01-30,,,3544.21,3105620.00
1983-01-31,,,3544.05,3102100.00
1983-02-01,,,3543.92,3099240.00
1983-02-02,,,3543.65,3093300.00
1983-02-03,,,3543.40,3087800.00
1983-02-04,,,3543.12,3081640.00
1983-02-05,,,3542.52,3068440.00
1983-02-06,,,3541.72,3051120.00
1983-02-07,,,3541.02,3036420.00
1983-02-08,,,3540.38,3022360.00
1983-02-09,,,3539.75,3008500.00
1983-02-10,,,3539.08,2993760.00
1983-02-11,,,3538.44,2980240.00
1983-02-12,,,3537.85,2967850.00
1983-02-13,,,3537.28,2955880.00
1983-02-14,,,3536.73,2944060.00
1983-02-15,,,3536.06,2929320.00
1983-02-16,,,3535.61,2919810.00
1983-02-17,,,3535.50,2917500.00
1983-02-18,,,3535.35,2914350.00
1983-02-19,,,3535.24,2912040.00
1983-02-20,,,3535.10,2909100.00
1983-02-21,,,3534.95,2905950.00
1983-02-22,,,3534.44,2895240.00
1983-02-23,,,3533.94,2884740.00
1983-02-24,,,3533.80,2881800.00
1983-02-25,,,3533.64,2878440.00
1983-02-26,,,3533.53,2876130.00
1983-02-27,,,3533.42,2873820.00
1983-02-28,,,3533.29,2871090.00
1983-03-01,,,3533.14,2867940.00
1983-03-02,,,3533.08,2866680.00
1983-03-03,,,3532.99,2864790.00
1983-03-04,,,3532.81,2861010.00
1983-03-05,,,3532.74,2859540.00
1983-03-06,,,3532.62,2857020.00
1983-03-07,,,3532.52,2854920.00
1983-03-08,,,3532.37,2851770.00
1983-03-09,,,3532.29,2850090.00
1983-03-10,,,3532.22,2848620.00
1983-03-11,,,3532.16,2847360.00
1983-03-12,,,3532.16,2847360.00
1983-03-13,,,3532.16,2847360.00
1983-03-14,,,3532.16,2847360.00
1983-03-15,,,3532.13,2846730.00
1983-03-16,,,3532.09,2845890.00
1983-03-17,,,3532.01,2844210.00
1983-03-18,,,3531.92,2842320.00
1983-03-19,,,3531.86,2841060.00
1983-03-20,,,3531.76,2838960.00
1983-03-21,,,3531.38,2830980.00
1983-03-22,,,3531.00,2823000.00
1983-03-23,,,3530.59,2814390.00
1983-03-24,,,3530.17,2805570.00
1983-03-25,,,3529.75,2796750.00
1983-03-26,,,3529.66,2794860.00
1983-03-27,,,3529.54,2792340.00
1983-03-28,,,3528.94,2779740.00
1983-03-29,,,3528.29,2766090.00
1983-03-30,,,3527.55,2751000.00
1983-03-31,,,3526.94,2738800.00
1983-04-01,,,3526.20,2724000.00
1983-04-02,,,3525.43,2708600.00
1983-04-03,,,3524.67,2693070.00
1983-04-04,,,3523.84,2675800.00
1983-04-05,,,3523.19,2662800.00
1983-04-06,,,3522.38,2647220.00
1983-04-07,,,3521.62,2632400.00
1983-04-08,,,3521.08,2621600.00
1983-04-09,,,3520.60,2612000.00
1983-04-10,,,3520.13,2602600.00
1983-04-11,,,3519.58,2591600.00
1983-04-12,,,3519.10,2582000.00
1983-04-13,,,3518.72,2574680.00
1983-04-14,,,3518.38,2568220.00
1983-04-15,,,3518.03,2561570.00
1983-04-16,,,3517.70,2555300.00
1983-04-17,,,3517.44,2550360.00
1983-04-18,,,3517.21,2545990.00
1983-04-19,,,3516.98,2541600.00
1983-04-20,,,3516.86,2539200.00
1983-04-21,,,3516.81,2538200.00
1983-04-22,,,3516.93,2540600.00
1983-04-23,,,3517.22,2546180.00
1983-04-24,,,3517.62,2553780.00
1983-04-25,,,3518.17,2564230.00
1983-04-26,,,3518.26,2565940.00
1983-04-27,,,3518.14,2563660.00
1983-04-28,,,3517.89,2558910.00
1983-04-29,,,3517.57,2552830.00
1983-04-30,,,3517.25,2546750.00
1983-05-01,,,3516.95,2541000.00
1983-05-02,,,3516.62,2534400.00
1983-05-03,,,3516.28,2527600.00
1983-05-04,,,3516.00,2522000.00
1983-05-05,,,3515.63,2514970.00
1983-05-06,,,3515.46,2511740.00
1983-05-07,,,3515.70,2516300.00
1983-05-08,,,3516.19,2525800.00
1983-05-09,,,3516.19,2525800.00
1983-05-10,,,3515.96,2521240.00
1983-05-11,,,3515.82,2518580.00
1983-05-12,,,3515.81,2518390.00
1983-05-13,,,3515.78,2517820.00
1983-05-14,,,3515.96,2521240.00
1983-05-15,,,3516.14,2524800.00
1983-05-16,,,3516.22,2526400.00
1983-05-17,,,3516.05,2523000.00
1983-05-18,,,3516.34,2528800.00
1983-05-19,,,3516.74,2536800.00
1983-05-20,,,3517.24,2546560.00
1983-05-21,,,3518.03,2561570.00
1983-05-22,,,3519.07,2581400.00
1983-05-23,,,3520.15,2603000.00
1983-05-24,,,3521.60,2632000.00
1983-05-25,,,3523.37,2666400.00
1983-05-26,,,3525.57,2711400.00
1983-05-27,,,3527.75,2755500.00
1983-05-28,,,3529.74,2796540.00
1983-05-29,,,3531.78,2839380.00
1983-05-30,,,3533.81,2882010.00
1983-05-31,,,3535.58,2919180.00
1983-06-01,,,3536.98,2949560.00
1983-06-02,,,3538.22,2975620.00
1983-06-03,,,3539.46,3002120.00
1983-06-04,,,3540.78,3031160.00
1983-06-05,,,3542.00,3057000.00
1983-06-06,,,3543.12,3081640.00
1983-06-07,,,3544.30,3107600.00
1983-06-08,,,3545.45,3132900.00
1983-06-09,,,3546.68,3160640.00
1983-06-10,,,3547.91,3188020.00
1983-06-11,,,3549.06,3214380.00
1983-06-12,,,3550.01,3236230.00
1983-06-13,,,3550.80,3254400.00
1983-06-14,,,3551.48,3270040.00
1983-06-15,,,3552.20,3286600.00
1983-06-16,,,3552.90,3302700.00
1983-06-17,,,3553.54,3317428.00
1983-06-18,,,3554.43,3338320.00
1983-06-19,,,3555.21,3356830.00
1983-06-20,,,3555.83,3371090.00
1983-06-21,,,3556.32,3382360.00
1983-06-22,,,3556.80,3393400.00
1983-06-23,,,3557.28,3404440.00
1983-06-24,,,3557.73,3414790.00
1983-06-25,,,3558.28,3427720.00
1983-06-26,,,3558.74,3438760.00
1983-06-27,,,3558.97,3444280.00
1983-06-28,,,3559.19,3449370.00
1983-06-29,,,3559.34,3452820.00
1983-06-30,,,3559.62,3459260.00
1983-07-01,,,3560.04,3468960.00
1983-07-02,,,3560.17,3472080.00
1983-07-03,,,3560.43,3478320.00
1983-07-04,,,3560.68,3484320.00
1983-07-05,,,3560.87,3488880.00
1983-07-06,,,3560.64,3483360.00
1983-07-07,,,3560.44,3478560.00
1983-07-08,,,3560.21,3473040.00
1983-07-09,,,3560.29,3474960.00
1983-07-10,,,3560.66,3483840.00
1983-07-11,,,3560.77,3486480.00
1983-07-12,,,3560.83,3487920.00
1983-07-13,,,3560.83,3487920.00
1983-07-14,,,3560.81,3487440.00
1983-07-15,,,3560.69,3484560.00
1983-07-16,,,3560.63,3481440.00
1983-07-17,,,3560.36,3476640.00
1983-07-18,,,3560.28,3474720.00
1983-07-19,,,3560.20,3472800.00
1983-07-20,,,3560.30,3475200.00
1983-07-21,,,3560.43,3478320.00
1983-07-22,,,3560.55,3481200.00
1983-07-23,,,3560.67,3484080.00
1983-07-24,,,3560.78,3486720.00
1983-07-25,,,3560.83,3487920.00
1983-07-26,,,3560.81,3487440.00
1983-07-27,,,3560.79,3486960.00
1983-07-28,,,3560.73,3485520.00
1983-07-29,,,3560.68,3484320.00
1983-07-30,,,3560.79,3486960.00
1983-07-31,,,3560.94,3490560.00
1983-08-01,,,3560.89,3489360.00
1983-08-02,,,3560.83,3487920.00
1983-08-03,,,3560.76,3486240.00
1983-08-04,,,3560.72,3485280.00
1983-08-05,,,3560.67,3484080.00
1983-08-06,,,3560.77,3486480.00
1983-08-07,,,3560.86,3488640.00
1983-08-08,,,3560.81,3487440.00
1983-08-09,,,3560.81,3487440.00
1983-08-10,,,3560.79,3486960.00
1983-08-11,,,3560.77,3486480.00
1983-08-12,,,3560.86,3488640.00
1983-08-13,,,3560.93,3489600.00
1983-08-14,,,3561.00,3492000.00
1983-08-15,,,3560.92,3491520.00
1983-08-16,,,3560.87,3488880.00
1983-08-17,,,3560.82,3487680.00
1983-08-18,,,3560.72,3485280.00
1983-08-19,,,3560.62,3482880.00
1983-08-20,,,3560.61,3482640.00
1983-08-21,,,3560.65,3483600.00
1983-08-22,,,3560.54,3480960.00
1983-08-23,,,3560.43,3478320.00
1983-08-24,,,3560.40,3477600.00
1983-08-25,,,3560.29,3474960.00
1983-08-26,,,3560.15,3471600.00
1983-08-27,,,3560.05,3469200.00
1983-08-28,,,3559.92,3466160.00
1983-08-29,,,3559.81,3463630.00
1983-08-30,,,3559.70,3461100.00
1983-08-31,,,3559.53,3457190.00
1983-09-01,,,3559.42,3454660.00
1983-09-02,,,3559.31,3452130.00
1983-09-03,,,3559.23,3450290.00
1983-09-04,,,3559.09,3447070.00
1983-09-05,,,3559.02,3445460.00
1983-09-06,,,3558.94,3443560.00
1983-09-07,,,3558.82,3440680.00
1983-09-08,,,3558.73,3438520.00
1983-09-09,,,3558.22,3426280.00
1983-09-10,,,3557.71,3414330.00
1983-09-11,,,3557.10,3400300.00
1983-09-12,,,3556.57,3388110.00
1983-09-13,,,3555.89,3372470.00
1983-09-14,,,3555.26,3357580.00
1983-09-15,,,3554.66,3343840.00
1983-09-16,,,3554.03,3328720.00
1983-09-17,,,3553.40,3314200.00
1983-09-18,,,3552.75,3299250.00
1983-09-19,,,3552.28,3288440.00
1983-09-20,,,3551.77,3276710.00
1983-09-21,,,3551.01,3259230.00
1983-09-22,,,3550.30,3242900.00
1983-09-23,,,3549.96,3235080.00
1983-09-24,,,3549.83,3232090.00
1983-09-25,,,3549.69,3228870.00
1983-09-26,,,3549.39,3221970.00
1983-09-27,,,3548.88,3210240.00
1983-09-28,,,3548.17,3193910.00
1983-09-29,,,3547.40,3176800.00
1983-09-30,,,3546.68,3160640.00
1983-10-01,,,3546.13,3147990.00
1983-10-02,,,3545.61,3136420.00
1983-10-03,,,3545.08,3124760.00
1983-10-04,,,3544.69,3116180.00
1983-10-05,,,3543.94,3099680.00
1983-10-06,,,3543.16,3082520.00
1983-10-07,,,3542.43,3066460.00
1983-10-08,,,3541.62,3049020.00
1983-10-09,,,3540.96,3035120.00
1983-10-10,,,3540.23,3019060.00
1983-10-11,,,3539.50,3003000.00
1983-10-12,,,3538.72,2986120.00
1983-10-13,,,3537.91,2969110.00
1983-10-14,,,3537.18,2953780.00
1983-10-15,,,3537.04,2950840.00
1983-10-16,,,3536.89,2947580.00
1983-10-17,,,3536.75,2944500.00
1983-10-18,,,3536.63,2941530.00
1983-10-19,,,3536.48,2938560.00
1983-10-20,,,3536.35,2935700.00
1983-10-21,,,3536.20,2932400.00
1983-10-22,,,3536.12,2930640.00
1983-10-23,,,3535.96,2927160.00
1983-10-24,,,3535.82,2924220.00
1983-10-25,,,3535.72,2922120.00
1983-10-26,,,3535.60,2919600.00
1983-10-27,,,3535.45,2916450.00
1983-10-28,,,3535.32,2913720.00
1983-10-29,,,3535.17,2910570.00
1983-10-30,,,3535.03,2907630.00
1983-10-31,,,3534.86,2904060.00
1983-11-01,,,3534.74,2901540.00
1983-11-02,,,3534.63,2899230.00
1983-11-03,,,3534.49,2896290.00
1983-11-04,,,3534.44,2895240.00
1983-11-05,,,3534.50,2896500.00
1983-11-06,,,3534.68,2900280.00
1983-11-07,,,3534.84,2903640.00
1983-11-08,,,3534.99,2906790.00
1983-11-09,,,3535.11,2909310.00
1983-11-10,,,3535.25,2912250.00
1983-11-11,,,3535.49,2917290.00
1983-11-12,,,3535.64,2920440.00
1983-11-13,,,3535.84,2924640.00
1983-11-14,,,3536.04,2928880.00
1983-11-15,,,3536.10,2931300.00
1983-11-16,,,3536.30,2934600.00
1983-11-17,,,3536.38,2936360.00
1983-11-18,,,3536.49,2938780.00
1983-11-19,,,3536.57,2940540.00
1983-11-20,,,3536.64,2942080.00
1983-11-21,,,3536.67,2942740.00
1983-11-22,,,3536.66,2942520.00
1983-11-23,,,3536.67,2942740.00
1983-11-24,,,3536.67,2942740.00
1983-11-25,,,3536.65,2942300.00
1983-11-26,,,3536.59,2940980.00
1983-11-27,,,3536.55,2940100.00
1983-11-28,,,3536.48,2938560.00
1983-11-29,,,3536.40,2936800.00
1983-11-30,,,3536.25,2933500.00
