date,avg discharge (cfs),outflow(m3/d)
1994-03-01 00:00:00+00:00,679.0,1661222.0620799998
1994-03-02 00:00:00+00:00,885.0,2165215.7952
1994-03-03 00:00:00+00:00,1610.0,3938980.1471999995
1994-03-04 00:00:00+00:00,3980.0,9737354.6496
1994-03-05 00:00:00+00:00,5120.0,12526446.1824
1994-03-06 00:00:00+00:00,4680.0,11449954.7136
1994-03-07 00:00:00+00:00,3900.0,9541628.928
1994-03-08 00:00:00+00:00,3350.0,8196014.591999999
1994-03-09 00:00:00+00:00,2920.0,7143988.838400001
1994-03-10 00:00:00+00:00,2660.0,6507880.2432
1994-03-11 00:00:00+00:00,2520.0,6165360.2304
1994-03-12 00:00:00+00:00,2300.0,5627114.496
1994-03-13 00:00:00+00:00,2160.0,5284594.4832
1994-03-14 00:00:00+00:00,2170.0,5309060.1984
1994-03-15 00:00:00+00:00,2340.0,5724977.3568
1994-03-16 00:00:00+00:00,2850.0,6972728.8319999995
1994-03-17 00:00:00+00:00,3670.0,8978917.4784
1994-03-18 00:00:00+00:00,4160.0,10177737.5232
1994-03-19 00:00:00+00:00,5280.0,12917897.625599999
1994-03-20 00:00:00+00:00,5100.0,12477514.752
1994-03-21 00:00:00+00:00,4440.0,10862777.548799999
1994-03-22 00:00:00+00:00,3860.0,9443766.0672
1994-03-23 00:00:00+00:00,3410.0,8342808.8832
1994-03-24 00:00:00+00:00,3020.0,7388645.9904
1994-03-25 00:00:00+00:00,2730.0,6679140.2496
1994-03-26 00:00:00+00:00,2560.0,6263223.0912
1994-03-27 00:00:00+00:00,2460.0,6018565.9392
1994-03-28 00:00:00+00:00,2470.0,6043031.6544
1994-03-29 00:00:00+00:00,2610.0,6385551.6672
1994-03-30 00:00:00+00:00,2840.0,6948263.1168
1994-03-31 00:00:00+00:00,3220.0,7877960.294399999
1994-04-01 00:00:00+00:00,3780.0,9248040.3456
1994-04-02 00:00:00+00:00,4210.0,10300066.099200001
1994-04-03 00:00:00+00:00,4430.0,10838311.8336
1994-04-04 00:00:00+00:00,4890.0,11963734.732800001
1994-04-05 00:00:00+00:00,5020.0,12281789.0304
1994-04-06 00:00:00+00:00,4710.0,11523351.8592
1994-04-07 00:00:00+00:00,4470.0,10936174.6944
1994-04-08 00:00:00+00:00,4180.0,10226668.953599999
1994-04-09 00:00:00+00:00,3960.0,9688423.2192
1994-04-10 00:00:00+00:00,3820.0,9345903.2064
1994-04-11 00:00:00+00:00,3830.0,9370368.921600001
1994-04-12 00:00:00+00:00,4120.0,10079874.6624
1994-04-13 00:00:00+00:00,4790.0,11719077.5808
1994-04-14 00:00:00+00:00,5160.0,12624309.0432
1994-04-15 00:00:00+00:00,4650.0,11376557.568000002
1994-04-16 00:00:00+00:00,4290.0,10495791.8208
1994-04-17 00:00:00+00:00,4610.0,11278694.7072
1994-04-18 00:00:00+00:00,7400.0,18104629.248
1994-04-19 00:00:00+00:00,9780.0,23927469.465600003
1994-04-20 00:00:00+00:00,10200.0,24955029.504
1994-04-21 00:00:00+00:00,10000.0,24465715.2
1994-04-22 00:00:00+00:00,9670.0,23658346.5984
1994-04-23 00:00:00+00:00,8330.0,20379940.7616
1994-04-24 00:00:00+00:00,6310.0,15437866.2912
1994-04-25 00:00:00+00:00,5660.0,13847594.8032
1994-04-26 00:00:00+00:00,5170.0,12648774.758399999
1994-04-27 00:00:00+00:00,4570.0,11180831.846399998
